7184;haber
6695;hacer
6657;decir
5311;indio
3754;dar
2744;ley
2678;derecho
2607;bien
2513;deber
2363;real
2004;año
1952;caso
1935;cedula
1887;poder
1844;razón
1803;encomienda
1794;tratar
1724;rey
1644;oficio
1608;pagar
1601;autor
1483;parecer
1406;virrey
1355;querer
1321;tener
1307;contracto
1260;llamar
1258;estar
1251;obligar
1242;señor
1195;soler
1178;consejo
1176;ser
1151;iglesia
1137;ver
1136;hijo
1104;quedar
1063;dejar
1050;particular
1028;referir
1015;pena
1013;provincia
1000;materia
983;vender
971;audiencia
961;entender
961;mujer
944;mandar
911;obispo
907;hallar
906;padre
906;servicio
902;llevar
894;pedir
879;españa
854;matrimonio
819;tierra
797;termino
795;tomar
794;hombre
781;dios
778;vida
762;ordinario
755;efecto
740;seguir
726;venir
723;nombre
720;antiguo
719;perù
712;escribir
704;orden
685;natural
684;reino
664;hablar
649;referido
648;gobernador
644;exemplo
642;justo
630;precio
629;forma
625;día
619;daño
618;quitar
615;obligacion
604;causa
600;valer
594;guardar
592;hazienda
589;cargo
583;proceder
558;jurisdicion
554;beneficio
548;casa
530;marido
521;visto
518;fuerza
514;passar
511;enseñar
511;sacar
511;tributo
